hekayt,bab
"یکی از ملوکِ عرب شنیدم که متعلّقان را همی‌گفت: مرسومِ فلان را چندان که هست مُضاعَف کنید که مُلازِمِ درگاه است و مترصّدِ فرمان؛ و دیگر خدمتکاران به لَهْو و لَعِب مشغول‌اند و در اَدایِ خدمت مُتَهاوِن. صاحب‌دلی بشنید و فریاد و خروش از نِهادش بر آمد. پرسیدندش: چه دیدی؟ گفت: مراتبِ بندگان به درگاهِ خداوند، تَعالیٰ، همین مثال دارد. دو بامداد اگر آید کسی به خدمتِ شاه
سِیُم، هرآینه در وی کند به لطف نگاه مهتری در قبولِ فرمان است 
ترکِ فرمان دلیلِ حِرمان است هر که سیمایِ راستان دارد
سَرِ خدمت بر آستان دارد",1
"ظالمی را حکایت کنند که هیزمِ درویشان خریدی به حَیف و توانگران را دادی به طَرْح. صاحبدلی بر او گذر کرد و گفت: ماری تو که هر که را ببینی، بزنی
یا بوم که هر کجا نشینی، بکنی زورت ار پیش می‌رود با ما 
با خداوند غیب‌دان نرود زورمندی مکن بر اهلِ زمین
تا دعایی بر آسمان نرود حاکم از گفتن او برنجید و روی از نصیحتِ او در هم کشید و بر او التفات نکرد، تا شبی که آتشِ مَطبَخ در انبارِ هیزمش افتاد و سایرِ املاکش بسوخت وز بسترِ نرمش به خاکسترِ گرم نشاند. اتّفاقاً همان شخص بر او بگذشت و دیدش که با یاران همی‌گفت: ندانم این آتش از کجا در سرایِ من افتاد؟ گفت: از دلِ درویشان. حذر کن ز دردِ درون‌هایِ ریش
که ریشِ درون عاقبت سر کند به هم بر مَکُن تا توانی دلی 
که آهی جهانی به هم بر کند بر تاجِ کیخسرو نبشته بود: چه سال هایِ فراوان و عمر‌هایِ دراز 
که خلق بر سرِ ما بر زمین بخواهد رفت چنان که دست‌ به‌ دست آمده‌ست مُلک به ما
به دست هایِ دگر هم چنین بخواهد رفت",1
"یکی در صنعتِ کُشتی گرفتن سرآمده بود، سی‌صد و شصت بندِ فاخر بدانستی و هر روز به نوعی از آن کُشتی گرفتی. مگر گوشهٔ خاطرش با جمالِ یکی از شاگردان میلی داشت. سی‌صد و پنجاه و نُه بندش در‌آموخت مگر یک بند که در تعلیمِ آن دفع انداختی و تأخیر کردی. فی‌الجمله پسر در قوّت و صنعت سر آمد و کسی را در زمانِ او با او امکانِ مقاومت نبود تا به حدّی که پیشِ مَلِکِ آن روزگار گفته بود: استاد را فضیلتی که بر من است از رویِ بزرگیست و حقِّ تربیت؛ وگرنه به قوّت از او کمتر نیستم و به صنعت با او برابرم. مَلِک را این سخن دُشْخوار آمد. فرمود تا مُصارعت کنند. مقامی مُتَّسِع ترتیب کردند و ارکانِ دولت و اعیانِ حضرت و زورآورانِ رویِ زمین حاضر شدند. پسر چون پیلِ مست اندر‌آمد به صَدمَتی که اگر کوهِ رویین بودی از جای بر‌کندی. استاد دانست که جوان به قوّت از او برتر است؛ بدان بندِ غریب که از وی نهان داشته بود، با او در‌آویخت. پسر دفعِ آن ندانست، به هم بر‌آمد. استاد به دو دست از زمینش بالایِ سَر برد و فرو‌کوفت. غریو از خلق برخاست. ملک فرمود استاد را خلعت و نعمت دادن و پسر را زجر و ملامت کرد که با پرورندهٔ خویش دعویِ مقاومت کردی و به سر نبردی. گفت: ای پادشاهِ روی زمین! به زورآوری بر من دست نیافت بلکه مرا از علمِ کُشتی دقیقه‌ای مانده بود و همه عمر از من دریغ همی‌ داشت. امروز بدان دقیقه بر من غالب آمد. گفت: از بهرِ چنین روزی؛ که زیرکان گفته‌اند: دوست را چندان قوّت مده که دشمنی کند تواند. نشنیده‌ای که چه گفت آن که از پروردهٔ خویش جفا دید؟ یا وفا خود نبود در عالَم
یا مگر کس در این زمانه نکرد کس نیاموخت علمِ تیر از من 
که مرا عاقبت نشانه نکرد",1
"درویشی مجرّد به گوشه‌ای نشسته بود. پادشاهی بر او بگذشت. درویش از آنجا که فَراغِ مُلکِ قناعت است، سر بر نیاورد و التفات نکرد. سلطان از آنجا که سَطْوَتِ سلطنت است، برنجید و گفت: این طایفهٔ خرقه‌پوشان امثالِ حیوان‌اند و اهلیّت و آدمیّت ندارند. وزیر نزدیکش آمد و گفت: ای جوانمرد! سلطانِ رویِ زمین بر تو گذر کرد چرا خدمتی نکردی و شرطِ ادب به جای نیاوردی؟ گفت: سلطان را بگوی توقّعِ خدمت از کسی دار که توقّعِ نعمت از تو دارد و دیگر؛ بدان که ملوک از بهرِ پاسِ رعیّت‌اند نه رعیّت از بهرِ طاعتِ ملوک. پادشه پاسبانِ درویش است
گرچه رامِش به فَرِّ دولت اوست گوسپند از برایِ چوپان نیست
بلکه چوپان برایِ خدمتِ اوست یکی امروز کامران بینی 
دیگری را دل از مجاهده ریش روزَکی چند باش تا بخورد
خاک، مغزِ سرِ خیال‌اندیش فرقِ شاهی و بندگی برخاست 
چون قضایِ نبشته آمد پیش گر کسی خاکِ مرده باز کند
ننماید توانگر و درویش ملِک را گفتِ درویش استوار آمد. گفت: از من تمنّا بکن. گفت: آن همی‌خواهم که دگرباره زحمت من ندهی. گفت: مرا پندی بده. گفت: دریاب، کنون که نعمتت هست به‌دست 
کاین دولت و مُلک می‌رود دست به دست",1
"یکی از وزرا پیش ذوالنّون مصری رفت و همّت خواست؛ که روز و شب به خدمتِ سلطان مشغولم و به خیرش امیدوار و از عقوبتش ترسان. ذوالنّون بگریست و گفت: اگر من خدای را، عَزَّ وَ جَلَّ، چنین پرستیدمی که تو سلطان را، از جملهٔ صِدّیقان بودمی. گر نه اومید و بیمِ راحت و رنج
پایِ درویش بر فلک بودی ور وزیر از خدا بترسیدی 
هم چنان کز مَلِک، مَلَک بودی",1
"پادشاهی به کشتنِ بی‌گناهی فرمان داد. گفت: ای ملِک! به موجبِ خشمی که تو را بر من است، آزارِ خود مجوی که این عقوبت بر من به یک نفس به سر آید و بَزهِ آن بر تو جاوید بماند. دورانِ بقا چو بادِ صحرا بگذشت
تلخیّ و خوشیّ و زشت و زیبا بگذشت پنداشت ستمگر که جَفا بر ما کرد 
در گردن او بماند و بر ما بگذشت ملک را نصیحت او سودمند آمد و از سر خون او در گذشت.",1
"وزرایِ نوشیروان در مهمّی از مَصالحِ مملکت اندیشه همی‌ کردند و هر یکی از ایشان دگرگونه رای همی‌زدند و ملِک هم چنین تدبیری اندیشه کرد. بزرجمهر را رایِ ملِک اختیار آمد. وزیران در نهانش گفتند: رایِ ملک را چه مزیّت دیدی بر فکرِ چندین حکیم؟ گفت: به موجب آن که انجامِ کارها معلوم نیست و رایِ همگان در مشیّت است که صواب آید یا خطا، پس موافقتِ رایِ ملک اولی‌ٰتر است تا اگر خلافِ صواب آید، به علّت متابعت از مُعاتبَت ایمن باشم. خلافِ رایِ سلطان رای جُستن
به خونِ خویش باشد دست شستن اگر خود روز را گوید شب است این
بباید گفتن: آنک ماه و پروین!",1
"شیّادی گیسوان بافت که من علویم و با قافله حجاز به شهری در آمد که از حج همی‌آیم و قصیده‌ای پیش ملک برد که من گفته‌ام. نعمتِ بسیارش فرمود و اکرام کرد. تا یکی از نُدَمایِ حضرتِ پادشاه که در آن سال از سفرِ دریا آمده بود، گفت: من او را عیدِ اَضحیٰ در بصره دیدم! معلوم شد که حاجی نیست. دیگری گفتا: پدرش نَصْرانی بود در مَلَطْیه، پس او شَریف چگونه صورت بندد؟ و شعرش را به دیوان انوری دریافتند. ملک فرمود تا بزنندش و نَفْیْ کنند تا چندین دروغِ دَرهَم چرا گفت. گفت: ای خداوندِ روی زمین! یک سخنت دیگر در خدمت بگویم، اگر راست نباشد به هر عقوبت که فرمایی سزاوارم. گفت: بگو تا آن چیست؟ گفت: غریبی گرت ماست پیش آورد
دو پیمانه آب است و یک چُمْچه دوغ اگر راست می‌خواهی، از من شنو
جهان‌دیده بسیار گوید دروغ ملک را خنده گرفت و گفت: از این راست‌تر، سخن تا عمرِ او بوده باشد، نگفته است. فرمود تا آنچه مأمولِ اوست مهیّا دارند و به خوشی برود.",1
"یکی از وزرا به زیردستان رحم کردی و صلاحِ ایشان را به خیر توسّط نمودی. اتفاقاً به خطابِ ملِک گرفتار آمد. همگنان در مَواجِبِ استخلاصِ او سعی کردند و مُوَکَّلان در مُعاقبتش ملاطفت نمودند و بزرگانْ شکرِ سیرتِ خوبش به اَفواه بگفتند تا ملک از سرِ عتابِ او درگذشت. صاحبدلی بر این اطّلاع یافت و گفت: ﺗﺎ دلِ دوﺳﺘﺎن ﺑﻪ دﺳﺖ ﺁری
ﺑﻮﺳﺘﺎنِ ﭘﺪر ﻓﺮوﺧﺘﻪ ﺑﻪ پختنِ دیگِ نیکخواهان را 
هر چه رختِ سراست سوخته به ﺑﺎ ﺑﺪاﻧﺪﻳﺶ هم ﻧﻜﻮﻳﻰ کن
دهنِ ﺳﮓ ﺑﻪ ﻟﻘﻤﻪْ دوﺧﺘﻪ ﺑﻪ",1
"یکی از پسرانِ هارون‌الرَّشید پیش پدر آمد خشم‌آلود که فلان سرهنگ‌زاده مرا دشنامِ مادر داد. هارون ارکان دولت را گفت: جَزایِ چنین کس چه باشد؟ یکی اشاره به کشتن کرد و دیگری به زبان بریدن و دیگری به مصادره و نفی. هارون گفت: ای پسر! کَرَم آن است که عفو کنی و گر نتوانی تو نیزش دشنامِ مادر ده، نه چندان که انتقام از حد درگذرد. آن گاه ظلم از طرفِ ما باشد و دعوی از قِبَلِ خصم. نه مرد است آن به نزدیکِ خردمند
که با پیلِ دمان پیکار جوید بلی مرد آن کس است از رویِ تحقیق
که چون خشم آیدش، باطل نگوید",1
"با طایفهٔ بزرگان به کشتی‌در، نشسته بودم. زَورقی در پیِ ما غرق شد، دو برادر به گِردابی در افتادند. یکی از بزرگان گفت ملاح را که: بگیر این هر دو را که به هر یکی پنجاه دینارت دهم. ملّاح در آب افتاد و تا یکی را برهانید، آن دیگر هلاک شد. گفتم: بقیّتِ عمرش نمانده بود، از این سبب در گرفتنِ او تأخیر کرد و در آن دگر تعجیل. ملاح بخندید و گفت: آنچه تو گفتی یقین است، و دگر میل خاطر من به رهانیدن این بیشتر بود که وقتی در بیابانی مانده بودم و مرا بر شتری نشاند، و از دست آن دگر تازیانه‌ای خورده‌ام در طفلی. گفتم: صَدَقَ اللهُ: مَنْ عَمِلَ صالِحاً فَلِنَفْسِهِ و مَنْ أَساءَ فَعَلَیْهٰا. تا توانی درونِ کس مخراش
کاندر این راه خارها باشد کارِ درویشِ مستمند بر آر 
که تو را نیز کارها باشد",1
"دو برادر یکی خدمت سلطان کردی و دیگر به زورِ بازو نان خوردی. باری، این توانگر گفت درویش را که: چرا خدمت نکنی تا از مشقّتِ کار کردن برهی؟ گفت: تو چرا کار نکنی تا از مَذَلَّتِ خدمت رهایی یابی؟ که خردمندان گفته‌اند: نانِ خود خوردن و نشستن به که کمرشمشیرِ زرّین به‌ خدمت بستن. به دست آهک تفته کردن خمیر 
به از دست بر سینه پیشِ امیر عمرِ گرانمایه در این صرف شد 
تا چه خورم صَیْف و چه پوشم شِتا ای شکم خیره به تائی بساز 
تا نکنی پشت به خدمت دو تا",1
"کسی مژده پیش انوشیروانِ عادل آورد. گفت: شنیدم که فلان دشمنِ تو را خدای ،عَزَّ وَ جَلَّ، برداشت. گفت: هیچ شنیدی که مرا بگذاشت؟ اگر بمُرد عَدو، جایِ شادمانی نیست
که زندگانیِ ما نیز جاودانی نیست",1
"گروهی حکما به حضرتِ کسریٰ در، به مصلحتی سخن همی‌ گفتند و بزرگمهر که مهترِ ایشان بود خاموش. گفتندش: چرا با ما در این بحث سخن نگویی؟ گفت: وزیران بر مثالِ اطبّااند و طبیب دارو ندهد جز سَقیم را. پس چو بینم که رای شما بر صواب است، مرا بر سرِ آن سخن گفتن حکمت نباشد. چو کاری بی فُضولِ من بر آید
مرا در وی سخن گفتن نشاید و گر بینم که نابینا و چاه است
اگر خاموش بنشینم گناه است",1
"هارون‌الرشید را چون مُلکِ دیارِ مصر مسلم شد گفت: به خلافِ آن طاغی که به غرورِ مُلکِ مصر دعویِ خدایی کرد، نبخشم این مملکت را مگر به خسیس‌ترینِ بندگان. سیاهی داشت نام او خَصِیب در غایتِ جهل. مُلکِ مصر به وی ارزانی داشت و گویند: عقل و درایتِ او تا به جایی بود که طایفه‌ای حُرّاثِ مصر شکایت آوردندش که پنبه کاشته بودیم بارانِ بی‌وقت آمد و تلف شد. گفت: پشم بایستی کاشتن! اگر دانش به روزی در فزودی
ز نادان تنگ‌روزی‌تر نبودی به نادانان چنان روزی رساند 
که دانا اندر آن عاجز بماند بخت و دولت به کاردانی نیست
جز به تأییدِ آسمانی نیست اوفتاده‌ست در جهان بسیار 
بی‌تمیز ارجمند و عاقلْ خوار کیمیاگر به غصّه مُرده و رنج 
ابله اندر خرابه یافته گنج",1
"یکی را از مُلوک، کنیزکی چینی آوردند. خواست تا در حالتِ مستی با وی جمع آید. کنیزک ممانعت کرد. مَلِک در خشم رفت و مر او را به سیاهی بخشید که لبِ زِبَرینش از پَرّهِٔ بینی درگذشته بود و زیرینش به گریبان فرو هشته. هَیکلی که صَخْرالجِنّ از طلعتش بِرَمیدی و عَیْن‌القَطْر از بغلش بگندیدی. تو گویی تا قیامت زشت‌رویی
 بر او ختم است، و بر یوسف نِکویی چنان که ظریفان گفته‌اند: شخصی، نه چنان کَریه‌ْمنظر
 کز زشتیِ او خبر توان داد آن گه بغلی، نَعُوُذ بِاللّٰه 
مردار به آفتاب مرداد آورده‌اند که سیه را در آن مدت، نفس طالب بود و شهوت غالب؛ مِهرش بجنبید و مُهرش برداشت. بامدادان که مَلِک، کنیزک را جُست و نیافت، حکایت بگفتند. خشم گرفت و فرمود تا سیاه را با کنیزک استوار ببندند و از بام جوسق به قعر خندق در اندازند. یکی از وزرای نیک‌محضر روی شفاعت بر زمین نهاد و گفت: سیاه بیچاره را در این خطایی نیست که سایر بندگان و خدمتکاران به نوازش خداوندی مُتَعوِدند. گفت: اگر در مفاوضهٔ او شبی تأخیر کردی، چه شدی؟ که من او را افزون از قیمت کنیزک دلداری کردمی. گفت: ای خداوند روی زمین! نشنیده‌ای؟: تشنهٔ سوخته در چشمهٔ روشن چو رسید
تو مپندار که از پیلِ دَمان اندیشد مُلْحِدِ گُرْسِنِه در خانهٔ خالی بر خوان 
عقل باور نکند، کز رمضان اندیشد مَلِک را این لَطیفه پسند آمد و گفت: اکنون سیاه تو را بخشیدم؛ کنیزک را چه کنم؟ گفت: کنیزک، سیاه را بخش که نیم‌خوردهٔ او، هم او را شاید. هرگز آن را به دوستی مپسند 
که رود جایِ ناپسندیده تشنه را دل نخواهد آبِ زُلال
نیم‌خوردِ دهانِ گندیده",1
"اسکندرِ رومی را پرسیدند: «دیارِ مشرق و مغرب به چه گرفتی؟ که ملوک پیشین را خَزاین و عمر و مُلک و لشکر بیش از این بوده است ایشان را چنین فتحی میسّر نشده». گفتا: «به عَونِ خدای، عَزَّوَجَلَّ، هر مملکتی را که گرفتم رعیّتش نیآزردم و نامِ پادشاهان جز به نکویی نبردم». بزرگش نخوانند اهل خرد 
که نامِ بزرگان به زشتی برد",1
"یکی از بزرگان گفت پارسایی را: چه گویی در حقِ فلان عابد که دیگران در حقِ وی به طعنه سخن‌ها گفته‌اند؟ گفت: بر ظاهرش عیب نمی‌بینم و در باطنش غیب نمی‌دانم. هر که را، جامه پارسا، بینی
پارسا دان و نیک‌مرد انگار ور ندانی که در نهانش چیست
محتسِب را درونِ خانه چه کار؟",2
"درویشی را دیدم، سر بر آستانِ کعبه همی‌مالید و می‌گفت: یا غَفور! یا رحیم! تو دانی که از ظَلومِ جَهول چه آید. عذرِ تقصیرِ خدمت، آوردم 
که ندارم به طاعت استظهار عاصیان از گناه توبه کنند 
عارفان از عبادت استغفار عابدان جزایِ طاعت خواهند و بازرگانان بهایِ بِضاعت، منِ بنده امید آورده‌ام نه طاعت و به دَرْیوزه آمده‌ام نه به تجارت. اِصْنَعْ بی ما اَنْتَ اَهْلُهُ. بر درِ کعبه سائلی دیدم
که همی‌گفت و می‌گرستی خَوش می‌نگویم که طاعتم بپذیر 
قلمِ عفو بر گناهم کش",2
"عبدالقادرِ گیلانی را، رَحْمَةُ اللهِ عَلَیْهِ، دیدند در حرمِ کعبه روی بر حَصْبا نهاده، همی‌گفت: ای خداوند! ببخشای! وگر هرآینه مستوجب عقوبتم؛ در روزِ قیامتم نابینا برانگیز تا در رویِ نیکانْ شرمسار نشوم. روی بر خاکِ عجز، می‌گویم
هر سحرگه که باد می‌آید: «ای که هرگز فرامشت نکنم 
هیچت از بنده یاد می‌آید؟»",2
"دزدی به خانهٔ پارسایی در آمد؛ چندان که جست چیزی نیافت. دلتنگ شد. پارسا خبر شد. گلیمی که بر آن خفته بود در راه دزد انداخت تا محروم نشود. شنیدم که مردانِ راهِ خدای
دلِ دشمنان را نکردند تنگ تو را کی میسّر شود این مَقام 
که با دوستانت خلاف است و جنگ؟ مودّتِ اهلِ صفا، چه در روی و چه در قفا، نه چنان کز پست عیب گیرند و پیشت بیش میرند. در برابر، چو گوسپندِ سلیم 
در قفا، همچو گرگِ مردم‌خوار هر که عیبِ دگران پیشِ تو آورد و شمرد
بی‌گمان، عیبِ تو پیشِ دگران خواهد برد",2
"تنی چند از روندگان متّفقِ سیاحت بودند و شریکِ رنج و راحت. خواستم تا مُرافقت کنم، موافقت نکردند. گفتم: این از کرمِ اخلاق بزرگان بَدیع است روی از مصاحبتِ مسکینان تافتن و فایده و برکت دریغ داشتن، که من در نفْسِ خویش این قدرت و سرعت می‌شناسم که در خدمتِ مردان یارِ شاطر باشم نه بارِ خاطر. اِنْ لَمْ اَکُنْ راکِبَ الْمَواشی
اَسْعیٰ لَکُمْ حامِلَ الْغَواشی یکی زآن میان گفت: از این سخن که شنیدی دل تنگ مدار که در این روزها دزدی به صورت درویشان برآمده، خود را در سِلْکِ صحبتِ ما منتظم کرد. چه دانند مردم که در خانه کیست؟
نویسنده داند که در نامه چیست و از آنجا که سلامتِ حالِ درویشان است گمانِ فضولش نبردند و به یاری قبولش کردند. صورتِ حالِ عارفان دلق است 
این قدر بس، چو روی در خلق است در عمل کوش و هرچه خواهی پوش
تاج بر سر نه و عَلَم بر دوش [ ترک دنیا و شهوت است و هوس
پارسایی، نه ترک جامه و بس ] در قَژاکند مرد باید بود 
بر مخنّث سلاحِ جنگ چه سود؟ روزی تا به شب رفته بودیم و شبانگه به پایِ حصار خفته که دزدِ بی‌توفیق ابریقِ رفیق برداشت که به طهارت می‌رود و به غارت می‌رفت. پارسا بین که خرقه در بر کرد
جامهٔ کعبه را جُلِ خر کرد چندان که از نظرِ درویشان غایب شد به بُرجی بر رفت و دُرجی بدزدید. تا روز روشن شد آن تاریک، مبلغی راه رفته بود و رفیقانِ بی‌گناه خفته. بامدادان همه را به قلعه درآوردند و بزدند و به زندان کردند. از آن تاریخ ترکِ صحبت گفتیم و طریقِ عزلت گرفتیم. وَالسَّلامَةُ فی الْوَحْدَةِ چو از قومی یکی بی‌دانشی کرد
نه کِه را منزلت مانَد نه مِه را شنیدستی که گاوی در علف‌خوار 
بیالاید همه گاوانِ ده را گفتم: سپاس و منّت خدای را عَزَّوَجَلَّ که از برکتِ درویشان محروم نماندم گرچه به‌صورت از صحبت وَحید افتادم. بدین حکایت که گفتی مُسْتَفید گشتم و امثالِ مرا همه عمر این نصیحت به کار آید. به یک ناتراشیده در مجلسی 
برنجد دلِ هوشمندان بسی اگر برکه‌ای پر کنند از گلاب 
سگی در وی افتد کند مَنْجَلاب",2
"زاهدی مهمان پادشاهی بود. چون به طعام بنشستند، کمتر از آن خورد که ارادتِ او بود و چون به نماز برخاستند، بیش از آن کرد که عادت او، تا ظنِّ صَلاحیت در حق او زیادت کنند. ترسم نرسی به کعبه، ای اعرابی 
کاین ره که تو می‌روی به ترکستان است چون به مُقام خویش آمد، سفره خواست تا تَناوُلی کند. پسری صاحبِ فراست داشت. گفت: ای پدر! باری به مجلس سلطان در، طعام نخوردی؟ گفت: در نظر ایشان چیزی نخوردم که به کار آید. گفت: نماز را هم قضا کن که چیزی نکردی که به کار آید. ای هنرها گرفته بر کفِ دست
 عیبها بر گرفته زیرِ بغل تا چه خواهی خریدن ای مغرور
روزِ درماندگی به سیمِ دغل",2
"یاد دارم که در ایام طُفولیّت مُتَعَبِّد بودمی و شب‌خیز و مُوْلَعِ زهد و پرهیز. شبی در خدمتِ پدر، رَحْمَةُ اللهِ عَلَیْهِ، نشسته بودم و همه شب دیده بر هم نبسته و مُصْحَفِ عزیز بر کنار گرفته و طایفه‌ای گردِ ما خفته. پدر را گفتم: از اینان یکی سر بر نمی‌دارد که دوگانه‌ای بگزارد. چنان خوابِ غفلت برده‌اند که گویی نخفته‌اند که مرده‌اند. گفت: جانِ پدر! تو نیز اگر بخفتی به از آن که در پوستینِ خلق افتی. نبیند مدّعی جز خویشتن را 
که دارد پردهٔ پندار در پیش گرت چشمِ خدا بینی ببخشند 
نبینی هیچ‌کس عاجزتر از خویش",2
"یکی را از بزرگان به محفلی‌اندر همی‌ستودند و در اوصافِ جمیلش مبالغه می‌کردند. سر بر آورد و گفت: من آنم که من دانم. کَفَیْتَ اَذَیً یا مَنْ یَعُدُّ مَحاسِنی
عَلانِیَتی هَذٰاٰ وَلَمْ تَدْرِ ما بَطَنْ شخصم به چشمِ عالمیان خوب‌منظر است
وز خُبْثِ باطنم سرِ خجلت فتاده پیش طاووس را به نقش و نگاری که هست، خلق 
تحسین کنند و او خجل از پای زشتِ خویش",2
"یکی از صُلَحایِ لبنان که مَقاماتِ او در دیارِ عرب مذکور بود و کرامات مشهور، به جامعِ دِمشق در آمد و بر کنار بِرکهٔ کَلّاسه طهارت همی‌ساخت؛ پایش بلغزید و به حوض در افتاد و به مشقّت از آن جایگه خلاص یافت. چون از نماز بپرداختند یکی از اصحاب گفت: مرا مشکلی هست؛ اگر اجازتِ پرسیدن است. گفت: آن چیست؟ گفت: یاد دارم که شیخ به روی دریایِ مغرب برفت و قدمش تر نشد، امروز چه حالت بود که در این قامتی آب از هلاک چیزی نماند؟! شیخ اندر این فکرت فرو رفت و پس از تأمّلِ بسیار سر بر آورد و گفت: نشنیده‌ای که خواجهٔ عالم عَلَیْهِ السَّلامُ گفت: «لی مَعَ اللهِ وَقْتٌ لا یَسَعُنی فیهِ مَلَکٌ مُقَرَّبٌ وَ لا نَبِیٌ مُرْسَلٌ». و نگفت «عَلَی الدَّوامِ»؟ وقتی چنین که فرمود، به جِبْرَئیل و میکائیل نپرداختی و دیگر وقت با حَفْصه و زینب در ساختی. مُشاهَدَةُ الاَبْرارَ بَیْنَ التَّجَلّی وَ اْلاِسْتِتارِ. می‌نمایند و می‌ربایند. دیدار می‌نمایی و پرهیز می‌کنی
بازارِ خویش و آتشِ ما تیز می‌کنی اُشاهِدُ مَنْ اَهْویٰ بِغَیْرِ وَسیلَةٍ 
فَیَلْحَقُنی شَأْنٌ اَضلُّ طَریقاً",2
"یکی پرسید از آن گم‌کرده‌فرزند
که ای روشن‌گُهر پیرِ خردمند ز مصرش بویِ پیراهن شنیدی
چرا در چاهِ کَنْعانش ندیدی؟! بگفت: احوالِ ما برقِ جهان است
دمی پیدا و دیگر دم نهان است گهی بر طارَمِ اعلیٰ نشینیم
گهی بر پشتِ پایِ خود نبینیم اگر درویش در حالی بماندی
سرِ دست از دو عالم برفشاندی",2
"در جامع بَعْلَبَکَّ وقتی کلمه‌ای همی‌گفتم به طریقِ وعظ با جماعتی افسرده، دل مرده، ره از عالمِ صورت به عالمِ معنی نبرده. دیدم که نفسم در نمی‌گیرد و آتشم در هیزمِ تر اثر نمی‌کند. دریغ آمدم تربیتِ سُتوران و آینه‌داری در محلّتِ کوران. ولیکن دَرِ معنی باز بود و سلسلهٔ سخن دراز. در معانیِ این آیت که: «و نَحْنُ اَقْرَبُ اِلَیْهِ مِنْ حَبْلِ الْوَریدِ». سخن به جایی رسانیده که گفتم: دوست نزدیکتر از من به من است
وینت مشکل که من از وی دورم چه کنم با که توان گفت؟: که او 
در کنارِ من و من مهجورم من از شرابِ این سخن مست و فُضالهٔ قَدَح در دست، که رونده‌ای بر کنارِ مجلس گذر کرد و دورِ آخر در او اثر کرد و نعره‌ای زد که دیگران به موافقتِ او در خروش آمدند و خامانِ مجلس به جوش. گفتم: ای سُبْحانَ اللهِ! دورانِ باخبر در حضور و نزدیکانِ بی‌بَصَر دور! فهمِ سخن چون نکند مُستمِع
قوّتِ طبع از متکلّم مجوی فُسْحَتِ میدانِ ارادت بیار 
تا بزند مردِ سخنگوی، گوی",2
"شبی در بیابانِ مکّه از بی‌خوابی پایِ رفتنم نماند؛ سر بنهادم و شتربان را گفتم: دست از من بدار. پایِ مسکینْ پیاده چند رود؟
کز تحمّل ستوه شد بُختی تا شود جسمِ فربهی لاغر 
لاغری مرده باشد از سختی گفت: ای برادر! حرم در پیش است و حرامیّ در پس؛ اگر رفتی بُردی، وگر خفتی، مُردی. خوش است زیرِ مُغیلان به راه بادیه خُفت 
شبِ رَحیل. ولی ترکِ جان بباید گفت",2
"پارسایی را دیدم بر کنارِ دریا که زخمِ پلنگ داشت و به هیچ دارو بِه نمی‌شد. مدّتها در آن رنجور بود و شکر خدای، عَزَّوَجَّلَ، عَلَی‌الدَّوام گفتی. پرسیدندش که شکر چه می‌گویی؟ گفت: شکر آن که به مصیبتی گرفتارم نه به معصیتی. گر مرا زار به کشتن دهد آن یارِ عزیز 
تا نگویی که در آن دم غمِ جانم باشد گویم: از بندهٔ مسکین چه گنه صادر شد 
کاو دل آزرده شد از من؟ غمِ آنم باشد",2
"درویشی را ضَرورتی پیش آمد، گلیمی از خانهٔ یاری بدزدید. حاکم فرمود که دستش بدر کنند. صاحبِ گلیم شَفاعت کرد که: من او را بِحِل کردم. گفتا: به شفاعتِ تو حدّ شَرعْ فرو نگذارم. گفت: آنچه فرمودی، راست گفتی، ولیکن هر که از مالِ وقف چیزی بدزدد، قطعش لازم نیاید، وَ الْفقیرُ لایَمْلِکُ. هر چه درویشان راست؛ وقفِ محتاجان است. حاکم دست از او بداشت و ملامت کردن گرفت که: جهان بر تو تنگ آمده بود که دزدی نکردی الّا از خانهٔ چنین یاری!؟ گفت: ای خداوند! نشنیده‌ای که گویند: خانهٔ دوستان بروب و درِ دشمنان مکوب. چون به سختی در بمانی تن به عجز اندر مده
دشمنان را پوست بر کن، دوستان را پوستین",2
"پادشاهی پارسایی را دید. گفت: هیچت از ما یاد آید؟ گفت: بلی! وقتی که خدا را فراموش می‌کنم. هر سو دَوَد آن کَش ز برِ خویش براند 
وآن را که بخواند به درِ کس ندواند",2
"یکی از جملهٔ صالحان به خواب دید پادشاهی را در بهشت و پارسایی در دوزخ. پرسید که موجبِ درجاتِ این چیست و سبب دَرَکاتِ آن؟ که مردم به خلاف این معتقد بودند. ندا آمد که این پادشه به ارادتِ درویشان به بهشت اندر است و این پارسا به تقرّبِ پادشاهان در دوزخ. دَلْقت به چه کار آید و مِسْحیّ و مُرَقَّع 
خود را ز عمل‌هایِ نکوهیده بری دار حاجت به کلاهِ بَرَکی داشتنت نیست 
درویش‌صفت باش و کلاهِ تَتَری دار",2
